name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing,fme_feature_type.total_count
O2 Shepherd's Bush Empire,211 Shepherd's Bush Grn,London,211 Shepherd's Bus,Hammersmith and Fulham,www.academymusicgroup.com/o2shepherdsbushempire,34030760,E09000013,Addison,E05013733,51.50385,-0.219813,523651.4145999998,179825.81980000064,106
Nell's Jazz & Blues,3 North End Crescent,Hammersmith And Fulham,3 North End Cresce,Hammersmith and Fulham,https://nells.co.uk/,34151679,E09000013,Avonmore,E05013734,51.49172771,-0.205675684,524665.6097999997,178501.75310000032,106
Under The Bridge,"Stamford Bridge, Fulham Road, London, SW6 1HS",Fulham,Stanford Bridge Fu,Hammersmith and Fulham,www.underthebridge.co.uk,,E09000013,Walham Green,E05013749,51.481432,-0.191557,525673.9844000004,177380.96240000054,106
Vintage Nightclub,"563 Fulham Road, Fulham, London, SW6 1ES",,,Hammersmith and Fulham,,34142128,E09000013,Walham Green,E05013749,51.479917,-0.195259,525421.0887000002,177206.1486000009,106
Westpoint Studios ,Unit 4A - 4B Westpoint,39-40 Warple Way,,Hammersmith and Fulham,https://www.factorystudios.co.uk/,12149838,E09000013,Wendell Park,E05013750,51.50380726,-0.253813389,521291.89350000024,179764.2469999995,106
Rds Studios Ltd,12 Hetley Road,Hammersmith And Fulham,,Hammersmith and Fulham,,34019456,E09000013,Coningham,E05013737,51.50516536,-0.232413685,522773.3901000004,179950.9026999995,106
Matrix Recording Studios,91 Peterborough Rd,,,Hammersmith and Fulham,https://www.matrix-studios.co.uk/, 34068324,E09000013,Parsons Green & Sandford,E05013745,51.47049,-0.19757111,525286.3322999999,176153.89220000058,106
Rms Rehearsal Studios,Arch 57 Putney Station Approach,,,Hammersmith and Fulham,www.rmsstudios.co.uk,No UPRN,E09000013,Palace & Hurlingham,E05013744,51.46909,-0.20871,524516.5414000005,175979.23809999973,106
Bush Studios,151 Railway Arches,Macfarlane Road,Hammersmith And Fu,Hammersmith and Fulham,www.bushstudios.co.uk,34156724,E09000013,Shepherd's Bush Green,E05013748,51.50693299,-0.224404426,523324.4455000004,180160.91569999978,106
Dance Attic,368 North End Road,,,Hammersmith and Fulham,https://www.danceattic.com,34069847,E09000013,Walham Green,E05013749,51.481158,-0.19952684,525121.3543999996,177336.85620000027,106
Beat about the Bush,Unit 23  Enterprise Way,,,Hammersmith and Fulham,https://www.beataboutthebush.com,34021541,E09000013,College Park & Old Oak,E05013736,51.5284595,-0.240263545,522166.2973999996,182528.14760000072,106
Farley Prop Hire,1-21  Brunel Road,,,Hammersmith and Fulham,https://www.farley.co.uk,12139149,E09000013,College Park & Old Oak,E05013736,51.51900491,-0.250315243,521494.2452999996,181460.06379999965,106
Foxtrot Costume and Props Ltd,3B  Brassie Avenue,,,Hammersmith and Fulham,https://www.foxtrotcostumeandprops.co.uk/,12150243,E09000013,College Park & Old Oak,E05013736,51.51502319,-0.248666068,521619.26269999985,181020.02119999938,106
Maggie Cooke Limited,77 Jeddo Road,,,Hammersmith and Fulham,http://www.maggiecooke.com,34000432,E09000013,Wendell Park,E05013750,51.50349526,-0.248776693,521642.2740000002,179737.8998000007,106
Accessories of Old,Railway Arch 10,Munster Road,,Hammersmith and Fulham,https://www.accessoriesofold.com,34042851,E09000013,Fulham Town,E05013739,51.4726,-0.20383793,524845.3475000001,176377.8384000007,106
Francesca Zagari,32C  Aynhoe Road,,,Hammersmith and Fulham,http://www.coroflot.com/francescazagari,34026245,E09000013,Brook Green,E05013735,51.49578456,-0.215746179,523955.5278000003,178935.79820000008,106
Set Surfaces ,"Unit 37, Townmead Business Centre",William Morris Way,,Hammersmith and Fulham,https://setsurfaces.co.uk,34116523,E09000013,Sands End,E05013747,51.468443,-0.18552883,526128.3080000002,175946.9079,106
Bysshe Partnership,Durham Wharf,Hammersmith Terrace,,Hammersmith and Fulham,http://www.bysshe.co/,34133903,E09000013,Ravenscourt,E05013746,51.48873617,-0.242110572,522144.3378999997,178107.73640000075,106
Kindred Studios,13 Market Lane,Sheperds Bush,,Hammersmith and Fulham,https://www.kindredstudios.co.uk/,34164567,E09000013,Shepherd's Bush Green,E05013748,51.503473,-0.22637003,523197.3699000003,179772.85009999946,106
Holy Innocents Church,Paddenswick Road,,,Hammersmith and Fulham,http://www.hisj.co.uk/venue-hire/,34118167,E09000013,Ravenscourt,E05013746,51.49856204,-0.236953776,522476.0127999997,179209.00210000016,106
Jet Studios ,18 Lettice Street,,,Hammersmith and Fulham,http://jetstudios.co.uk/,34041920,E09000013,Fulham Town,E05013739,51.4746528,-0.203315759,524876.0120999999,176607.0022,106
Bush Theatre,7 Uxbridge Road,,,Hammersmith and Fulham,https://www.bushtheatre.co.uk/,34032421,E09000013,Shepherd's Bush Green,E05013748,51.50502516,-0.225450345,523257.0098000001,179947.00060000084,106
Holy Trinity W6,Brook Green,,,Hammersmith and Fulham,www.trinityfocus.org,34134012,E09000013,Brook Green,E05013735,51.49529194,-0.218121104,523792.0122999996,178877.00290000066,106
Lyric Hammersmith,Lyric Square, King St,,Hammersmith and Fulham,https://lyric.co.uk/our-home/hires-and-parties/our-spaces/,34027053,E09000013,Hammersmith Broadway,E05013741,51.493247,-0.22630594,523229.3883999996,178635.80509999953,106
LAMDA,155 Talgarth Road,,,Hammersmith and Fulham,https://www.lamda.ac.uk/life-lamda/hire-space,34153945,E09000013,Hammersmith Broadway,E05013741,51.488848,-0.2279603,523126.3964999998,178143.84640000015,106
Rehearsal Space 'The Nest',Polka Theatre,240 The Broadway,,Hammersmith and Fulham,https://polkatheatre.com/hire-us/,34160370,E09000013,Hammersmith Broadway,E05013741,51.490492,-0.21477389,524037.37760000024,178348.90049999952,106
Lyric Hammersmith,Lyric Square, King St,,Hammersmith and Fulham,https://lyric.co.uk/,34027053,E09000013,Grove,E05013740,51.49375939,-0.227877123,523118.9422000004,178690.1428999994,106
Eventim Apollo,45 Queen Caroline Street, Hammersmith,,Hammersmith and Fulham,NA,34030384,E09000013,Hammersmith Broadway,E05013741,51.49099869,-0.22701033,523186.55090000015,178384.60400000028,106
Shepherds Bush Empire,211 Shepherd's Bush Green,,,Hammersmith and Fulham,https://academymusicgroup.com/o2shepherdsbushempire/,34030760,E09000013,Shepherd's Bush Green,E05013748,51.50393746,-0.226070492,523216.9056000002,179825.00280000083,106
Bush Theatre,7 Uxbridge Rd, Shepherd's Bush,,Hammersmith and Fulham,https://www.bushtheatre.co.uk/,34032421,E09000013,Shepherd's Bush Green,E05013748,51.5055343,-0.227045431,523144.9406000003,180000.9355999995,106
Barons Court Theatre,28a Comeragh Rd,,,Hammersmith and Fulham,http://www.offwestend.com/index.php/theatres/view/42,34128758,E09000013,West Kensington,E05013751,51.48963907,-0.212337518,524208.82919999957,178258.17989999987,106
The Bhavan Centre,4A Castletown Rd, Hammersmith,,Hammersmith and Fulham,http://www.bhavan.net/,34140084,E09000013,West Kensington,E05013751,51.48990812,-0.208193931,524495.7516999999,178295.13010000065,106
Riverside Studios,101 Queen Caroline Street, Hammersmith,,Hammersmith and Fulham,http://www.riversidestudios.co.uk/,34153945,E09000013,West Kensington,E05013751,51.48990812,-0.208193931,524495.7516999999,178295.13010000065,106
Sainsbury Theatre,LAMDA,155 Talgarth Rd,,Hammersmith and Fulham,https://www.lamda.ac.uk/hire-our-spaces,34160370,E09000013,Avonmore,E05013734,51.49106288,-0.215523255,523983.80790000036,178411.1152999997,106
Teatr Polski,Polish Centre, 238-46 King Street,,Hammersmith and Fulham,http://www.posk.org/c5/en/home/,34160956,E09000013,Ravenscourt,E05013746,51.49403514,-0.239015056,522345.0585000003,178702.15740000084,106
The Playground Theatre,8 Latimer Industrial Estate, Latimer Rd,,Hammersmith and Fulham,http://theplaygroundtheatre.london/,217052352,E09000013,College Park & Old Oak,E05013736,51.51831412,-0.226001748,523182.9018000001,181423.83640000038,106
