name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
arebyte Studio - London City Island,7 Botanic Square,,,Tower Hamlets,https://www.arebyte.com/available-studios,No UPRN,E09000030,Blackwall & Cubitt Town,E05009318,51.51209106,0.006471284,539330.2596,181148.4846
arebyte Studios - Old Kent Road,765 Old Kent Road,,,Southwark,https://www.arebyte.com/available-studios,2.00E+11,E09000028,Old Kent Road,E05011109,51.480525,-0.058385989,534923.2173,177516.9173
Arlington,Arlington Road,Camden,,Camden,www.spacestudios.org.uk,5145123,E09000007,Camden Town,E05013655,51.54304284,-0.151286158,528297.0123,184302.0027
Art Hub Studios,5-9 Creekside,,,Lewisham,www.arthub.org.uk,10093391623,E09000023,Deptford,E05013719,51.47711774,-0.020774389,537545.0109,177208.0029
Art Hub Studios CIC,"Unit 2b, Bldg 28, ",34 Bowater Rd,,Greenwich,www.arthub.org.uk,10010244296,E09000011,Charlton Village & Riverside,E05014075,51.49456696,0.039912483,541705.0127,179264.002
Art in the Park,"Chumleigh Gardens, Chumleigh Street",Burgess Park,,Southwark,http://artinthepark.co.uk/the-studio/,10090749089,E09000028,Faraday,E05011102,51.484032,-0.084666402,533088.2247,177858.8051
Art Space at St Katharines,2 Butcher Row,,,Tower Hamlets,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,6169658,E09000030,Shadwell,E05009332,51.51149426,-0.041463615,536006.0121,180992.0043
Artist Hive Studios,Pretoria Road North,,,Enfield,https://www.artisthivestudios.com/,207013560,E09000010,Upper Edmonton,E05013694,51.609075,-0.071608902,533628.2804,191787.6997
ArtsAdmin,Toynbee Studios,28 Commercial Street,,Tower Hamlets,www.artsadmin.co.uk,6090198,E09000030,Spitalfields & Banglatown,E05009333,51.51666169,-0.072187702,533859.012,181510.003
artsdepot,"5 Nether Street, Tally Ho Corner",North Finchley,,Barnet,https://www.artsdepot.co.uk/private-rooms-studios,200196017,E09000003,West Finchley,E05013648,51.61281644,-0.176699509,526341.354,192016.8907
ASC Studios Alperton,243 Ealing Road,Alperton,,Brent,https://ascstudios.co.uk/studios/,See notes,E09000005,Alperton,E05013496,51.53892,-0.29908,518059.5408,183594.9854
Assemble Studio,Sugarhouse Studios,19 Collett Rd,,Southwark,assemblestudio.co.uk,10025331048,E09000028,North Bermondsey,E05011106,51.49690542,-0.062958383,534557.5119,179330.0018
Auto Italia,44 Bonner Road ,,,Tower Hamlets,http://autoitaliasoutheast.org/,6169839,E09000030,St Peter's,E05009331,51.53236861,-0.052419253,535184.0114,183293.0051
Azof,Azof Street,Greenwich,,Greenwich,www.spacestudios.org.uk,1.00E+11,E09000011,East Greenwich,E05014076,51.48899702,0.007934343,539502.3128,178583.2414
Bainbridge Print,Units 7-9 Taplow House,Thurlow St ,,Southwark,www.bainbridgeprint.com,2.00E+11,E09000028,Faraday,E05011102,51.48835522,-0.086620189,532940.0121,178336.0029
Bainbridge Print ,"Ground Floor, Grafton Quarter ",,,Croydon,https://bainbridgeprint.com/contact,10093755697,E09000008,Broad Green,E05011465,51.378715,-0.11210077,531485.2461,166098.0339
Barham Park,660 Harrow Rd,,,Brent,www.acava.org,202209700,E09000005,Wembley Central,E05013514,51.55232008,-0.310992689,517199.0093,185066.0026
Beckenham Place Mansion,Beckenham Place Park,Beckenham,,Lewisham,https://www.beckenhamplace.org/at-the-mansion/artists-businesses/,See notes,E09000023,Bellingham,E05013714,51.41867,-0.01886,537853.7265,170712.2567
Belsham,16 Belsham Street,Hackney,,Hackney,www.spacestudios.org.uk,10091775557,E09000012,Homerton,E05009376,51.5460622,-0.051748168,535190.0116,184817.003
Blackhorse Lane E17 ,B Unit 41 Uplands Business Park,,,Waltham Forest,https://www.arbeit.org.uk/blackhorse-rd,1.00E+11,E09000031,Higham Hill,E05013892,51.592787,-0.042110289,535719.243,190030.7521
Blackhorse Lane Studios,114 blackhorse lane,,,Waltham Forest,http://www.artworksproject.com/docs/info.html,10091183452,E09000031,Higham Hill,E05013892,51.5913952,-0.039401366,535911.0134,189881.0026
Blackhorse Workshop,1-2 Sutherland Rd Path,,,Waltham Forest,www.blackhorseworkshop.co.uk,10091186505,E09000031,Higham Hill,E05013892,51.59204955,-0.038737955,535955.0131,189955.0031
Blechynden St,54 Blechynden St,,,Kensington and Chelsea,www.acava.org,217107233,E09000020,Notting Dale,E05009399,51.51448115,-0.21686752,523827.0124,181013.0026
Block 336,336 Brixton Road,,,Lambeth,http://block336.com/,10091845237,E09000022,Brixton North,E05014096,51.46814799,-0.113223473,531151.0094,176041.0008
Bones and Pearl,60-68 Markfield Road,,,Haringey,http://bonesandpearl.moonfruit.com/contact/4589196098,10090481197,E09000014,South Tottenham,E05013599,51.58343971,-0.063936386,534235.0153,188951.0028
Bootstrap Charity,18-22 Ashwin St,,,Hackney,http://www.bootstrapcompany.co.uk/,10008346228,E09000012,Dalston,E05009370,51.54696352,-0.074728878,533594.0089,184875.0057
Borthwick St,5 Borthwick St,,,Greenwich,www.acava.org,10010244675,E09000011,Greenwich Creekside,E05014080,51.48496902,-0.024778976,537243.36,178073.5426
Bow Road,181-183 Bow Rd,,,Tower Hamlets,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,6070835,E09000030,Bow East,E05009319,51.52894539,-0.017675298,537604.0099,182977.0042
Brentford Gallery and Studios,Johnsons Island,Catherine Wheel Rd,,Hounslow,www.brentfordgallery.co.uk,10001273963,E09000018,Syon & Brentford Lock,E05013627,51.48224975,-0.305388834,517768.0124,177282.9038
Brickfield,30 Brickfield Road,Tower Hamlets,,Tower Hamlets,www.spacestudios.org.uk,6155760,E09000030,Bromley South,E05009322,51.52087781,-0.013888751,537891.009,182086.9937
Bridget Riley,Dace Road,Tower Hamlets,,Tower Hamlets,www.spacestudios.org.uk,6180071,E09000030,Bow East,E05009319,51.53778211,-0.022754214,537225.1719,183950.1336
Britannia Works,43-45 Dace Road,Tower Hamlets,,Tower Hamlets,www.spacestudios.org.uk,6129407,E09000030,Bow East,E05009319,51.53775378,-0.022743329,537226.0119,183947.0036
Britannia Works,56 Dace Road,,,Tower Hamlets,www.londonbookarts.org,6135864,E09000030,Bow East,E05009319,51.53777223,-0.022771369,537224.012,183949.0028
Bureau Of Silly Ideas,Arches 17 & 555 Valentia Place,,,Lambeth,www.artcoreint.net,1.00E+11,E09000022,Brixton Windrush,E05014098,51.46283153,-0.111441616,531290.0106,175453.0015
Buspace Studios,5 Conlan Street,Unit127,,Kensington and Chelsea,http://www.buspace.co.uk/,217120223,E09000020,Golborne,E05009396,51.52546573,-0.211262853,524186.0127,182244.002
Bussey Building,133 Copeland Road,,,Southwark,www.copelandpark.com,10094085848,E09000028,Rye Lane,E05011113,51.46999995,-0.065747142,534443.0118,176333.0018
Canada Street Studios,Surrey Quays Rd,Deptford,,Southwark,https://bowarts.org/studios/canada-street-studios,No UPRN,E09000028,Surrey Docks,E05011117,51.49791,-0.04559,535760.0567,179473.768
Candid Arts Trust,Candid Arts,3-5 Torrens Street,,Islington,https://candidarts.wordpress.com,5300092108,E09000019,St Peter's & Canalside,E05013711,51.532222,-0.10507893,531532.2051,183180.6878
Cannizaro Park,Potting Sheds,Cannizaro Park,,Merton,www.acava.org,48124885,E09000024,Village,E05013825,51.42373831,-0.232511218,522985.1064,170895.9383
Canvas and cream,18 London Road,,,Lewisham,http://www.canvasandcream.com/,1.00E+11,E09000023,Forest Hill,E05013722,51.43970001,-0.054710451,535299.0132,172984.0037
Catford Dek,Old Town Hall,catford Road,,Lewisham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10023226829,E09000023,Rushey Green,E05013730,51.4452943,-0.020380851,537668.0126,173670.004
Cell Project,115 WALLIS ROAD,,,Hackney,cellprojects.org,10008346528,E09000012,Hackney Wick,E05009374,51.54470612,-0.023869727,537127.0119,184718.0031
Cell Project Space Forest Park,"34 Forest Business Park, Argall Avenue",Leyton,,Waltham Forest,https://www.cellprojects.org/studios/new-studios-coming-september-2020,2.00E+11,E09000031,Lea Bridge,E05013895,51.572215,-0.04013707,535917.1664,187746.7188
Cell Studios Arcola Northside,23-27 Arcola St,Dalston,,Hackney,https://www.cellprojects.org/studios/arcola-northside,10008286566,E09000012,Shacklewell,E05009382,51.552091,-0.073846715,533640.1722,185446.8037
Cell Studios Cambridge Heath Road,258 cambridge heath road,,,Tower Hamlets,cellprojects.org,6021858,E09000030,St Peter's,E05009331,51.53396121,-0.058436075,534762.0113,183459.0065
Cell Studios Grosvenor Works,Grosvenor Way,Mount Pleasant Hill,Clapton,Hackney,cellprojects.org,10008336688,E09000012,Lea Bridge,E05009380,51.56609206,-0.051397889,535155.0122,187045.0018
Cell Studios Ridley Road,89 RIDLEY ROAD,,,Hackney,cellprojects.org,10008320277,E09000012,Dalston,E05009370,51.54842551,-0.070671927,533871.0112,185045.0037
Chaplin Centre,Chaplin Centre,Taplow House,,Southwark,www.ascstudios.co.uk,2.00E+11,E09000028,Faraday,E05011102,51.48835522,-0.086620189,532940.0121,178336.0029
Childers Street,165 Childers Street,Deptford,,Lewisham,www.acme.org.uk,2.00E+11,E09000023,Deptford,E05013719,51.48215624,-0.034814615,536555.0121,177742.0021
Chisenhale Studios,64-84 Chisenhale Road,,,Tower Hamlets,www.chisenhale.co.uk,6146768,E09000030,Bow West,E05009320,51.53308803,-0.039708154,536063.4515,183396.5342
Chocolate Factory 16,Chocolate Factory 16,The Chocolate Factory N16,Farley Place,Hackney,https://www.chocolatefactoryn16.com/,1.00E+11,E09000012,Stoke Newington,E05009385,51.555539,-0.073527948,533652.1819,185830.8103
City Studios E17,30a Borwick Rd,,,Waltham Forest,http://www.citystudios-e17.com/home,10024418496,E09000031,William Morris,E05013902,51.58860521,-0.028520497,536673.0075,189591.0009
Cleaver Street,"County Courts, Cleaver Street",Kennington,,Lambeth,https://ascstudios.co.uk/studios/,1.00E+11,E09000022,Kennington,E05014105,51.488362,-0.10986527,531326.2551,178294.8394
Clockwork Studios,38 Southwell Road,,,Lambeth,http://www.clockworkstudios.co.uk/,10093379709,E09000022,Herne Hill & Loughborough Junction,E05014104,51.46662,-0.09846,532180.8098,175897.6194
Cob Gallery,205 Royal College Street,,,Camden,https://www.cobgallery.com/contact/,5122723,E09000007,Camden Town,E05013655,51.54116049,-0.138023016,529222.0123,184116.0022
Cockpit Bloomsbury,Cockpit Yard,Northington Street,,Camden,www.cockpitarts.com,5082549,E09000007,Holborn & Covent Garden,E05013662,51.52146685,-0.116080083,530800.0116,181965.0029
Cockpit Deptford,Cockpit Arts Deptford,18 - 22 Creekside,,Lewisham,www.cockpitarts.com,1.00E+11,E09000023,Deptford,E05013719,51.47862647,-0.020651416,537549.0111,177376.0029
coldharbour studios,26 - 34 Southwell Road,,,Lambeth,http://www.coldharbourlondon.com/,1.00E+11,E09000022,Herne Hill & Loughborough Junction,E05014104,51.4663483,-0.098684343,532166.012,175867.0017
Collage Artspace 3,40 Cumberland Road,,,Haringey,https://collage-arts.org/,1.00E+11,E09000014,Woodside,E05013605,51.597201,-0.11285795,530806.2611,190392.6162
Collage Artspace 4,191 High Rd,London ,,Haringey,https://collage-arts.org/,No UPRN,E09000014,Noel Park,E05013595,51.59549214,-0.109789205,531023.7107,190208.0785
Collage Artspace 5,Clarendon Yard,33/45 Coburg Rd,,Haringey,https://collage-arts.org/,No UPRN,E09000014,Noel Park,E05013595,51.59369371,-0.11368335,530759.1536,190001.1126
Collage Artspaces,Chocolate Factory 2,4 Coburg Road,,Haringey,www.collage-arts.org,10022939979,E09000014,Noel Park,E05013595,51.59419545,-0.113072676,530800.0121,190058.0008
Colville Rd Studios,Units 2 and 4,11 Colville Rd,,Ealing,www.acava.org,12093573,E09000009,South Acton,E05013536,51.49926169,-0.273723932,519922.0121,179226.0022
Commonwealth Studios,"2, Commonwealth Buildings",Woolwich Church St,,Greenwich,,10010244186,E09000011,Woolwich Dockyard,E05014094,51.49280506,0.046945644,542198.683,179081.7119
Conditions,89 Gloucester Road,,,Croydon,https://conditions.studio/,1.00E+11,E09000008,Selhurst,E05011479,51.384999,-0.089824616,533017.2492,166836.9394
Copperfield Gallery,6 Copperfield Street,,,Southwark,www.copperfieldgallery.com,2.00E+11,E09000028,Borough & Bankside,E05011095,51.50316867,-0.097267573,532158.011,179964.0026
Copperfield Road,42/44 Copperfield Road,Bow,,Tower Hamlets,www.acme.org.uk,6048178,E09000030,Mile End,E05009327,51.51907944,-0.03580472,536376.0123,181845.9993
Craft Central / The Forge,397-411 Westferry Road,,,Tower Hamlets,www.craftcentral.org.uk,6653025,E09000030,Island Gardens,E05009324,51.48879019,-0.019159363,537622.0119,178509.0018
Create Space London,"Former Willesden Green Police Station, 96 High Rd",Willesden,,Brent,https://www.createspacelondon.org/?fbclid=IwAR3z5OP_MsyfZ64PwpV3CIIng3-2rGQqD_lhIhL1391Zn1HTKsXZDYp9VTc,202086681,E09000005,Willesden Green,E05013517,51.547169,-0.23071436,522778.3074,184624.6646
Create Space London,80 Daws Ln,Mill Hill,,Barnet,https://www.createspacelondon.org/?fbclid=IwAR3z5OP_MsyfZ64PwpV3CIIng3-2rGQqD_lhIhL1391Zn1HTKsXZDYp9VTc,See notes,E09000003,Mill Hill,E05013645,51.61565,-0.2388,522034.2387,192226.5313
Crown Close,5 Crown Close,,,Tower Hamlets,http://www.v22collection.com,6075330,E09000030,Bow East,E05009319,51.53669093,-0.024779336,537088.0118,183825.0035
Cubitt Gallery,8 Angel Mews,,,Islington,http://cubittartists.org.uk/,10012791474,E09000019,Barnsbury,E05013698,51.5323504,-0.107844697,531340.0127,183189.9999
DAGENHAM RM10,B Unit 41 Uplands Business Park,,,Barking and Dagenham,https://www.arbeit.org.uk/dagenham,100091341,E09000002,Alibon,E05014054,51.549708,0.15663338,549626.1016,185627.8042
Dalston,"10-16 Ashwin Street, London, E8 3DL",,,Hackney,http://www.v22collection.com,10008241411,E09000012,Dalston,E05009370,51.54674074,-0.074305591,533624.0093,184851.0054
DALSTON E8,9 Martel Place,Dalston,,Hackney,https://www.arbeit.org.uk/dalston,10008344025,E09000012,Dalston,E05009370,51.547403,-0.070410116,533892.1598,184931.7784
Deborah House,Retreat Place,Hackney,,Hackney,www.spacestudios.org.uk,10008342937,E09000012,Homerton,E05009376,51.5452378,-0.049216113,535368.0109,184730.0025
Delfina Studios,29 / 31 Catherine Place ,,,Westminster,www.delfinafoundation.com,10033631259,E09000033,St James's,E05013806,51.49942723,-0.140978677,529135.0126,179470.0025
Delta House Studios,Riverside Road,,,Wandsworth,https://www.deltahousestudios.co.uk/,1.00E+11,E09000032,Wandsworth Common,E05014027,51.43338,-0.18894695,525987.2923,172042.0174
Deptford Foundry,"Alloy House, Moulding Lane",Deptford,,Lewisham,https://www.secondfloor.co.uk/studios/deptford-foundry,10093393480,E09000023,Deptford,E05013719,51.481674,-0.035063142,536539.1966,177687.9142
Domeview Yard,269 Tunnel Avenue ,North Greenwich,,Greenwich,https://assemblestudio.co.uk/workspace/domeview-yard,10010266827,E09000011,Greenwich Peninsula,E05014082,51.49845,0.000308581,538944.1521,179619.9221
Durham Street (Bow Arts),47-49 Durham Street ,,,Lambeth,https://bowarts.org/studios/durham-street-studios-vauxhall,1.00E+11,E09000022,Oval,E05014108,51.485046,-0.11837066,530745.2642,177910.8876
Eastway,80c Eastway,Hackney,,Hackney,www.spacestudios.org.uk,10008341867,E09000012,Hackney Wick,E05009374,51.54716562,-0.029489133,536730.0117,184981.0023
Empire Arches, 1-9 Watts Mews,off Conyers Road,,Lambeth,https://www.instagram.com/empirearches/?hl=en,10093058949,E09000022,Streatham St Leonard's,E05014115,51.42278226,-0.138149048,529548.011,170952.0006
Empson Street,Unit 3 Empson Street Bow,,,Tower Hamlets,www.ascstudios.co.uk,6177430,E09000030,Bromley South,E05009322,51.52169352,-0.012671208,537973.0084,182179.9933
Excelsior London,Sunbeam Road,North Acton,,Ealing,https://www.excelsior.london/,10092033712,E09000009,North Acton,E05013527,51.525737,-0.26354833,520558.3969,182186.8371
Faroe Rd,23 - 29 Faroe Rd,,,Hammersmith and Fulham,www.acava.org,34034840,E09000013,Brook Green,E05013735,51.49859209,-0.21515405,523989.0126,179249.003
First Floor Space,1046/1048 Croydon Arts Store,Whitgift Centre,,Croydon,https://www.firstfloorspace.co.uk/about,2.00E+11,E09000008,Fairfield,E05011468,51.376345,-0.099007506,532403.2406,165858.0157
Fitzgerald House,East India Dock Road,,,Tower Hamlets,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,6129546,E09000030,Lansbury,E05009325,51.51165109,-0.014953291,537845.0102,181059.001
Flying Angel,287 Victoria Dock Rd,,,Newham,www.acava.org,10023998099,E09000025,Custom House,E05013908,51.51019552,0.028044592,540833.0097,180979.0039
Forest Hill Library,Dartmouth Road,Forest Hill,,Lewisham,http://www.v22collection.com,1.00E+11,E09000023,Forest Hill,E05013722,51.43589345,-0.05618143,535208.0132,172558.0038
Forma Studios Forest Hill,"First Floor, 127 Stanstead Road",,,Lewisham,https://forma.org.uk/projects/stanstead-road/,10094268470,E09000023,Crofton Park,E05013718,51.442538,-0.04691716,535832.2141,173314.0027
FormaHQ,Peveril Garden Studios,40 Great Dover Street,,Southwark,https://forma.org.uk/projects/formahqstudios/,56295142,E09000028,Chaucer,E05011098,51.49861,-0.09092,532611.7632,179468.5465
FriendsWorkShops,1 Park Mews,,,Lambeth,-,10090196587,E09000022,West Dulwich,E05014119,51.44959481,-0.100359001,532098.0119,174001.0017
Galleria,Pennack Road,Peckham,,Southwark,www.acme.org.uk,10013530269,E09000028,Peckham,E05011110,51.48202767,-0.073649245,533859.0123,177656.0022
Gasworks,155 Vauxhall Street,,,Lambeth,www.gasworks.org.uk,1.00E+11,E09000022,Oval,E05014108,51.48513475,-0.11543231,530949.0137,177926.0034
Gaunson Creative Studios,"Gaunson House, 
Markfield Rd",,,Haringey,http://gaunsoncreativestudios.co.uk/,2.00E+11,E09000014,South Tottenham,E05013599,51.583772,-0.063528936,534262.2644,188988.7029
Glassyard,276 Oak Square,Stockwell,,Lambeth,www.acme.org.uk,10090201945,E09000022,Brixton North,E05014096,51.4688417,-0.120581162,530638.0117,176105.0019
Gorst Road Studios,42 Gorst Rd,Park Royal,,Ealing,https://gorstroad.rocketspark.co.uk/,12130599,E09000009,North Acton,E05013527,51.526773,-0.26493608,520459.3993,182299.7611
Grafton Road,"Art House, Grafton Quarter",Croydon,,Croydon,https://ascstudios.co.uk/studios/,10093755779,E09000008,Broad Green,E05011465,51.378036,-0.11241608,531465.2474,166021.9637
Great Western Studios,Great Western Studios,65 Alfred Road,,Westminster,https://www.greatwesternstudios.com/,10033617199,E09000033,Westbourne,E05013809,51.52119908,-0.196309173,525235.0127,181795.003
Grow Studios,Grow Studios,Main Yard,Wallis Road,Hackney,https://www.growhackneystudios.com/home/,1.00E+11,E09000012,Hackney Wick,E05009374,51.544389,-0.022757378,537205.0919,184684.821
Hackney Downs Studios, 17 Amhurst Terrace,Lower Clapton,,Hackney,eatworkart.com,10008337805,E09000012,Shacklewell,E05009382,51.55476372,-0.066754358,534124.0138,185757.0037
Haggerston Stour Studios,258 Kingsland road,Dalston,,Hackney,https://www.stourstudios.co.uk/contact-us,1.00E+11,E09000012,Haggerston,E05009375,51.537312,-0.07631648,533512.1535,183798.8185
Harrow Road,733 Harrow Road,Kensal Green,,Brent,www.acme.org.uk,202199583,E09000005,Queens Park,E05013507,51.53083547,-0.230314269,522850.0116,182809.0013
Havil Street,233 Havil Street,Southwark,,Southwark,www.spacestudios.org.uk,2.00E+11,E09000028,St Giles,E05011115,51.4758599,-0.083053318,533224.0112,176953.0023
Hawks Road,47-51 Hawks Road,Kingston Upon Thames,,Kingston upon Thames,www.ascstudios.co.uk,10025170552,E09000021,Norbiton,E05013941,51.40818644,-0.293224831,518804.5155,169066.3992
Haymerle,90 Haymerle Road,Southwark,,Southwark,www.spacestudios.org.uk,2.00E+11,E09000028,Old Kent Road,E05011109,51.48249513,-0.069812888,534124.0126,177715.0023
Hertford Road Studios,32A Hertford Road,,,Hackney,http://www.artworksproject.com/docs/info.html,10008225561,E09000012,De Beauvoir,E05009371,51.53872642,-0.078566189,533352.0091,183951.9972
Hetley Rd,62 Hetley Rd,,,Hammersmith and Fulham,www.acava.org,34100876,E09000013,Coningham,E05013737,51.50456464,-0.2336672,522688.0119,179882.0023
Highline,10 Steedman Street,Elephant and Castle,,Southwark,www.acme.org.uk,10091666566,E09000028,North Walworth,E05011107,51.49174915,-0.099010959,532070.0112,178691.003
Honeypot Lane,"1-2 Palm Court, 1-2 Tulip Court, 1 Acacia Court",,,Brent,www.acava.org,202208355,E09000005,Queensbury,E05013508,51.59056614,-0.283819623,518983.0121,189363.0049
HORNSEY RD N7,232 Hornsey Road,Finsbury Park,,Islington,https://www.arbeit.org.uk/hornsey-n7,5300050510,E09000019,Finsbury Park,E05013703,51.559927,-0.11448798,530800.1955,186244.675
Hotel Elephant,23 Harper Road ,,,Southwark,www.hotelelephant.co.uk,10000811499,E09000028,Chaucer,E05011098,51.49882177,-0.095950285,532262.0119,179483.0028
Hotel Elephant,1-5 Spare Street,Elephant and Castle,,Southwark,www.hotelelephant.co.uk/studio-space-spare-street-se17,See notes,E09000028,North Walworth,E05011107,51.492,-0.09913,532061.0234,178718.6832
Hoxton Hall,130 Hoxton Street,,,Hackney,www.hoxtonhall.co.uk,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.53175017,-0.079782839,533288.0128,183173.9989
Hoxton Studios,237 Hackney Road,,,Hackney,https://www.stourstudios.co.uk/hoxton-studios,1.00E+11,E09000012,Haggerston,E05009375,51.53132,-0.070167518,533956.1562,183143.7324
Hythe Rd,First Floor,17 - 19 Hythe Rd,,Hammersmith and Fulham,www.acava.org,34156437,E09000013,College Park & Old Oak,E05013736,51.52846055,-0.243425,521947.0095,182522.9989
Ice House Court,Abby Road,Barking,,Barking and Dagenham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10090633484,E09000002,Gascoigne,E05014061,51.53148797,0.075993916,544093.0124,183440.0033
"Interrim Spaces, Church Street Studios","First Floor, 382-386 Edgware Road",,,Westminster,https://www.interimspaces.co.uk/projects,10033590236,E09000033,Church Street,E05013794,51.521896,-0.1723489,526895.2873,181913.741
JUNO ENTERPRISE CENTRE,"Unit 14 and 17, Block C",Juno Way,,Lewisham,ceramicsstudio.coop,1.00E+11,E09000023,New Cross Gate,E05013728,51.48373076,-0.046154152,535763.0123,177896.0018
Kindred Studios,13 Market Lane,Sheperds Bush,,Hammersmith and Fulham,https://www.kindredstudios.co.uk/studios,34164567,E09000013,Shepherd's Bush Green,E05013748,51.503473,-0.22637003,523197.3699,179772.8501
L-13 Light Industrial Workshop,31 Eyre Street Hill,Clerkenwell,,Camden,https://l-13.org,5145678,E09000007,Holborn & Covent Garden,E05013662,51.52297272,-0.110741889,531166.0121,182142.0019
Ladywell Bridge,Vaults E1-E7,59 Ladywell Road,,Lewisham,http://www.v22collection.com,10023230358,E09000023,Ladywell,E05013725,51.45683463,-0.018399094,537771.014,174957.0029
Lakeside Centre (Bow Arts),Southmere Lake Complex,2 Bazalgette Way,,Bexley,https://bowarts.org/studios/lakeside-centre-thamesmead,1.00E+11,E09000004,Thamesmead East,E05011232,51.501066,0.12406322,547525.0546,180152.8611
Lea Bridge Road,Enterprise Park Unit OH ,Lea Bridge Road,,Waltham Forest,www.arbeit.org.uk / www.arebyte.com,1.00E+11,E09000031,Lea Bridge,E05013895,51.56829694,-0.03476634,536301.0123,187321.0032
Leegate Studios,Leegate House,Burnt Ash Road,,Lewisham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10093393751,E09000023,Lee Green,E05013726,51.45619315,0.011887677,539877.0121,174943.0026
Leven Road,40 Leven Road,Poplar,,Tower Hamlets,www.acme.org.uk,6652767,E09000030,Lansbury,E05009325,51.51697596,-0.00758686,538340.0103,181664.9988
Lewisham Arthouse ,140 Lewisham Way,,,Lewisham,http://www.lewishamarthouse.org.uk,1.00E+11,E09000023,Brockley,E05013716,51.47148298,-0.030608277,536879.0099,176563.0032
LEYTON GREEN STUDIOS E10,"Market Parade, 778-782 High Rd ",Leyton,,Waltham Forest,https://www.arbeit.org.uk/market-parade-e10,1.00E+11,E09000031,Forest,E05013887,51.574137,-0.010022437,537998.0915,188016.7817
Leyton High Road Studios,452 High Road Leyton,,,Waltham Forest,https://bowarts.org/studios/leyton-high-road-studios,See notes,E09000031,Grove Green,E05013888,51.56433,-0.01068,537982.1908,186924.9782
Leyton Studios (Bow Arts),452 High Road Leyton,,,Waltham Forest,https://bowarts.org/studios/leyton-high-road-studios,2.00E+11,E09000031,Grove Green,E05013888,51.564649,-0.010552129,537990.0883,186960.6928
Light Factory Studios,6 scrubs Lane,,,Brent,http://www.lightfactoryworkshops.co.uk,202040584,E09000005,Harlesden & Kensal Green,E05013501,51.53204976,-0.238701755,522265.0093,182929.999
Lighthouse Studios,73-75 & 89a Shacklewell Lane,,,Hackney,www.lighthousespace.co.uk,10008320328,E09000012,Shacklewell,E05009382,51.55274138,-0.071181865,533823.0123,185524.0021
Limehouse Studios,Towcester Rd,,,Tower Hamlets,www.acava.org,6086500,E09000030,Bromley South,E05009322,51.52132162,-0.011952243,538024.0081,182139.9915
Limehouse Town Hall,646 Commercial Rd,,,Tower Hamlets,www.limehousetownhall.co.uk/,10091898716,E09000030,Limehouse,E05009326,51.51210827,-0.031406437,536702.0118,181079.0022
