name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Gate Picturehouse,,87 Notting Hill Gate,W11 3JZ,Kensington and Chelsea,,10091855182,E09000020,Campden,E05009390,51.508739,-0.19727249,525202.3338,180407.7697
Genesis Cinema,,93-95 Mile End Road,E1 4UJ ,Tower Hamlets,,6033507,E09000030,Bethnal Green,E05009317,51.521466,-0.0512395,535298.1445,182082.7719
Greenwich Picturehouse,,180 Greenwhich Rd,SE10 8NN,Greenwich,,2.00001E+11,E09000011,Greenwich Park,E05014081,51.479438,-0.00969721,538307.1965,177486.8696
Hackney Picturehouse,,270 Mare Street,E8 1HE,Hackney,,1.00023E+11,E09000012,Homerton,E05009376,51.544856,-0.05501405,534967.138,184676.8452
Ham Yard Hotel,,1 Ham Yard,W1D 7DT,Westminster,,10033623171,E09000033,West End,E05013808,51.511159,-0.1346174,529543.2586,180785.8188
ICA,,The Mall,SW1Y 5AH,Westminster,,1.00023E+11,E09000033,St James's,E05013806,51.506409,-0.13112246,529799.2622,180263.8003
Imperial College Union Cinema,Imperial College,Beit Quad,SW7 2BB,Westminster,,10033585054,E09000033,Knightsbridge & Belgravia,E05013797,51.50039,-0.17819,526549.6385,179512.1328
JW3,,341-351 Finchley Road,NW3 6ET,Camden,,5164899,E09000007,West Hampstead,E05013671,51.550911,-0.18481686,525950.2608,185118.7487
Kino Bermondsey,,10 Bermondsey Square,SE1 3UN,Southwark,,10013529054,E09000028,London Bridge & West Bermondsey,E05011104,51.497693,-0.08085215,533313.2183,179384.8506
Odeon Beckenham,,The High Street,BR3 1DY,Bromley,,10003626016,E09000006,Beckenham Town & Copers Cope,E05013987,51.407108,-0.03140273,537016.1731,169403.086
Odeon Camden Town ,,14 The Parkway ,NW1 7AA,Camden,,5025285,E09000007,Camden Town,E05013655,51.53916,-0.14414366,528803.2333,183882.7628
Odeon Covent Garden,,135 Shaftesbury Avenue,WC2H 8AH ,Camden,,5083631,E09000007,Holborn & Covent Garden,E05013662,51.514322,-0.12826203,529975.2471,181148.8059
Odeon Greenwich,,Bugsby Way,SE10 0QJ,Greenwich,,10010223864,E09000011,Greenwich Peninsula,E05014082,51.490575,0.01274125,539831.1928,178767.8745
Odeon Holloway,419-427 Holloway Rd ,,N7 6LJ,Islington,,5300048412,E09000019,Tufnell Park,E05013713,51.558717,-0.12147714,530319.1973,186097.6409
Odeon Kingston,,Clarence Street,KT1 1QP,Kingston upon Thames,,128004717,E09000021,Kingston Town,E05013938,51.411953,-0.299556,518354.4867,169475.0199
Odeon Lee Valley,,Picketts Lock Lane,N9 0AS,Enfield,,207190597,E09000010,Jubilee,E05013684,51.633191,-0.03726405,535934.2277,194532.8394
Odeon Luxe Haymarket,,11-18 Panton Street,SW1Y 4DP,Westminster,,1.00023E+11,E09000033,St James's,E05013806,51.509514,-0.13126921,529780.2576,180608.8195
Odeon Putney,,26 Putney High Street,SW15 1SN,Wandsworth,,1.00023E+11,E09000032,Thamesfield,E05014022,51.465174,-0.21394813,524163.3597,175534.8951
Odeon Richmond,,72 Hill Street ,TW9 1RW,Richmond upon Thames,,10002264393,E09000027,South Richmond,E05013786,51.459412,-0.30558038,517813.4375,174742.98
Odeon South Woodford,,60-64 High Road,E18 2QL,Redbridge,,10034922603,E09000026,South Woodford,E05011252,51.594558,0.02316798,540235.1912,190350.858
Odeon Streatham,,47-49 High Road,SW16 1PW,Lambeth,,2E+11,E09000022,Streatham Wells,E05014116,51.43209,-0.128057,530223.2081,172004.8961
Odeon Surrey Quays,,Surrey Quays Shopping Centre,SE16 7LL,Southwark,,10009803337,E09000028,Surrey Docks,E05011117,51.49605,-0.04486,535816.2527,179268.2906
Odeon Swiss Cottage,,96 Finchley Road,NW3 5EL,Camden,,5039447,E09000007,Primrose Hill,E05013667,51.542451,-0.17451068,526688.2583,184195.7556
Odeon Tottenham Court Road,,30 Tottenham Court Road,W1T 1BX,Camden,,5045114,E09000007,Bloomsbury,E05013653,51.518219,-0.13245516,529673.2477,181574.7247
Odeon Uxbridge,,302 The Chimes Shopping Centre,UB8 1GD,Hillingdon,,10003003209,E09000017,Uxbridge,E05013580,51.54505,-0.47561,505803.2335,184006.8243
Odeon Wimbledon,,39 The Broadway,SW19 1QB,Merton,,48105080,E09000024,Wimbledon Town & Dundonald,E05013829,51.419983,-0.20489463,524915.3008,170525.0023
Olympic Cinema,,117-123 Church Road,SW13 9HL ,Richmond upon Thames,,10070710572,E09000027,Barnes,E05013774,51.475211,-0.24078632,522272.3954,176605.9232
Peckhamplex,,95a Rye Lane,SE15 4ST,Southwark,,2.00003E+11,E09000028,Rye Lane,E05011113,51.470741,-0.06823258,534268.2199,176410.8463
Phoenix (East Finchley),,52 High Road,N2 9PJ,Barnet,,200061366,E09000003,East Finchley,E05013636,51.588503,-0.16368621,527310.255,189335.6952
Picturehouse Central,,20-24 Shaftesbury Avenue,W1D 7DH,Westminster,,1.00023E+11,E09000033,St James's,E05013806,51.510872,-0.13357707,529616.2598,180755.7444
Prince Charles Cinema,,7 Leicester Place,WC2H 7BY,Westminster,,10033537357,E09000033,St James's,E05013806,51.51144,-0.13019,529849.6701,180824.9053
Regent Street Cinema,,309 Regent Street,W1U 2UW,Westminster,,10033542315,E09000033,West End,E05013808,51.516792,-0.14336665,528920.2611,181396.7795
Rich Mix,,35-47 Bethnal Green Road,E1 6LA,Tower Hamlets,,6150258,E09000030,Weavers,E05009335,51.524358,-0.07330181,533759.1699,182363.8052
Rio Cinema,,107 Kingsland High Street,E8 2PB,Hackney,,1.00023E+11,E09000012,Dalston,E05009370,51.549631,-0.07572474,533517.1645,185169.8157
Ritzy Picturehouse,,Brixton Oval,SW2 1JG,Lambeth,,1.00024E+11,E09000022,Brixton Windrush,E05014098,51.461272,-0.11464124,531072.2204,175273.8537
Riverside Studios,,65 Aspenlea Rd,W6 8LH,Hammersmith and Fulham,,34158197,E09000013,Fulham Reach,E05013738,51.48589,-0.2178631,523835.3848,177831.9244
Sands Films Studio,,42 Newighton Causeway,SE1 6DR,Southwark,,10025575039,E09000028,Borough & Bankside,E05011095,51.498617,-0.09782861,532132.235,179456.8433
Soho Hotel,,4 Richmond Mews,W1D 3DH,Westminster,,10033525382,E09000033,West End,E05013808,51.513931,-0.13365382,529602.2547,181095.7728
Stratford East Picturehouse,,Gerry Raffell Square,E15 1BX,Newham,,10008985556,E09000025,Stratford,E05013924,51.543051,0.00148522,538890.0962,184581.7367
The Castle Cinema,,"First Floor, 64-66 Brooksby's Walk",E9 6DA,Hackney,,1.00024E+11,E09000012,King's Park,E05009379,51.55129,-0.04329,535760.8983,185413.9792
The Lexi Cinema,,194b Chamberlyne Road,NW10 3JU ,Brent,,202195465,E09000005,Brondesbury Park,E05013498,51.537587,-0.22262169,523365.3137,183572.7204
Kiln Cinema (formerly Tricycle),,269 Kilburn High Road,NW6 7JR,Brent,,202124574,E09000005,Kilburn,E05013503,51.542973,-0.20015978,524908.2834,184209.7374
Vue Cinema Fulham Broadway,Fulham Broadway Retail Centre,Fulham Rd,SW6 1BW,Hammersmith and Fulham,,34131058,E09000013,Walham Green,E05013749,51.480416,-0.19451553,525471.3454,177262.9113
Vue Croydon,,14 High St,CR0 1GT,Croydon,,10001004802,E09000008,Fairfield,E05011468,51.372997,-0.10108585,532268.2384,165481.9736
Vue Croydon Purley Way,Valley Park Leisure Complex,21 Hesterman Way,CR0 4YA,Croydon,,1.00023E+11,E09000008,Broad Green,E05011465,51.378123,-0.12452606,530622.2462,166010.0312
Vue Dagenham,Dagenham Leisure Park,Cook Road,RM9 6UQ,Barking and Dagenham,,10091589789,E09000002,Goresbrook,E05014062,51.532095,0.13575897,548236.0909,183626.8347
Vue Finchley Road,02 Centre,255 Finchley Rd,NW3 6LU,Camden,,5125686,E09000007,West Hampstead,E05013671,51.547944,-0.18141572,526194.2602,184794.6662
Vue Harrow,,St Anns Road,HA1 1HS,Harrow,,2E+11,E09000015,Greenhill,E05013546,51.58156,-0.33896,515186.2761,188273.2824
"Vue Islington 




",Angel Central ,Central Shopping Mall ,"N1 0PS
",Islington,,10001296728,E09000019,St Mary's & St James',E05013710,51.534165,-0.10622383,531447.204,183394.695
Vue West End Leicester Square,,Leicester Square,WC2H 7A,Westminster,,1.00023E+11,E09000033,St James's,E05013806,51.511519,-0.12955866,529893.2529,180834.8095
Vue  Finchley North,Great North Leisure Park,Chaplin Square,N12 0GL,Barnet,,200217093,E09000003,Woodhouse,E05013651,51.603832,-0.17332068,526600.2497,191023.6145
Vue Piccadilly,,19 Lower Regent Street,SW1Y 4LR,Westminster,,10033542264,E09000033,St James's,E05013806,51.508945,-0.13449168,529558.261,180539.8419
Vue Romford,,1-15 Waterloo Rd,RM1 1AU,Havering,,2.00003E+11,E09000016,St Edward's,E05013983,51.574896,0.18005111,551166.1335,188476.7468
"Vue Westfield 
",Westfield London Shopping Centre ,Ariel Way ,W12 7GF,Hammersmith and Fulham,,34141269,E09000013,Shepherd's Bush Green,E05013748,51.507597,-0.22142571,523529.3605,180239.7737
Vue Westfield Stratford,2 Stratford Place,Westfield Stratford City ,E15 1AA,Newham,,10090326480,E09000025,Stratford Olympic Park,E05013925,51.54366,-0.00649,538335.2415,184634.3481
Vue Wood Green,Hollywood Green ,180 High Road ,N22 6EJ,Haringey,,10003971546,E09000014,Noel Park,E05013595,51.59701,-0.1089,531080.9342,190378.4656
Watermans Art Centre,,40 High St,TW8 0DS,Hounslow,,1.00023E+11,E09000018,Brentford East,E05013607,51.485768,-0.29806462,518267.4705,177685.9238
Empire Cinemas Walthamstow,Leicester Square,3 Cranbourn St,WC2H 7AL,Westminster,,1.00023E+11,E09000033,St James's,E05013806,51.511519,-0.12955866,529893.2529,180834.8095
Cinema Museum,142 Fulham Road,,SW10 9QR,Kensington and Chelsea,,217101389,E09000020,Redcliffe,E05009402,51.487152,-0.17942804,526500.3386,178037.9089
Curzon Wimbledon (HMV) ,Second Floor,23 The Broadway,SW19 1RE,Merton,,,E09000024,Wimbledon Town & Dundonald,E05013829,51.42033,-0.20554,524869.4852,170562.49
Vue Bromley ,,,,Bromley,,,E09000006,Bromley Town,E05013991,51.39974,0.01486,540256.149,168671.1582
TT Cinema,,,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.52867,-0.07807,533415.8112,182834.5991
Everyman Kings Cross on the Corner,"Plimsoll Building 
","1 Handyside Street 
",N1C 4BP,Camden,,,E09000007,King's Cross,E05013666,51.53766,-0.12697,529998.4318,183746.3059
Cineworld Hounslow ,5A Smithy Ln,,TW3 1EY,Hounslow,,,E09000018,Hounslow Central,E05013620,51.46967,-0.36209,513862.2991,175794.4106
Curzon Hoxton ,,55 Pitfield St,N1 6BU,Hackney,,,E09000012,Hoxton West,E05009378,51.52889,-0.08375,533021.2001,182848.7201
Curzon Camden,,,,Camden,,,E09000007,Camden Town,E05013655,51.54224,-0.14348,528840.5603,184226.4303
Electric Cinema White City,,,,Hammersmith and Fulham,,,E09000013,White City,E05013752,51.51069,-0.22546,523241.0572,180576.9272
Everyman Borough Yards,,,,Southwark,,,E09000028,Borough & Bankside,E05011095,51.50552,-0.09223,532500.8024,180234.5703
Everyman Broadgate    ,,,,City of London,,,E09000001,Bishopsgate,E05009292,51.51936,-0.08417,533019.8297,181788.2061
Everyman Barnet,,,,Barnet,,,E09000003,Barnet Vale,E05013628,51.64651,-0.18771,525486.0897,195744.8688
Everyman Chelsea ,,,,Kensington and Chelsea,,,E09000020,Chelsea Riverside,E05009391,51.48541,-0.17337,526925.752,177854.6702
Everyman Crystal Palace  ,,,,Bromley,,,E09000006,Crystal Palace & Anerley,E05013995,51.4191,-0.07908,533665.4365,170648.5862
Vue Eltham,,,,Greenwich,,,E09000011,Eltham Town & Avery Hill,E05014079,51.4506,0.05675,543011.0935,174407.6096
West Norwood Library And Picturehouse,1-7 Norwood High St,West Norwood,SE27 9JU,Lambeth,,10000446790,E09000022,West Dulwich,E05014119,51.433204,-0.103324,531939.1825,172173.014
Fulham Road Picturehouse,,,,Kensington and Chelsea,,,E09000020,Redcliffe,E05009402,51.48711,-0.17938,526503.79,178033.3214
Ealing Project ,Ealing Broadway Centre,1 High St  ,W5 5DB,Ealing,,,E09000009,Ealing Broadway,E05013520,51.51272,-0.30432,517763.7124,180673.0031
The Cinema in the Arches ,Battersea Power Station,22 Arches Ln,SW11 8AB,Wandsworth,,,E09000032,Nine Elms,E05014015,51.48268,-0.14689,528771.8765,177597.2851
The Cinema at Selfridges,40 Duke Street,,W1U 1AT,Westminster,,,E09000033,West End,E05013808,51.5149,-0.15191,528332.8393,181171.384
Birkbeck Cinema,"Birkbeck, University of London",43 Gorden Square,WC1 0PD,Camden,http://blogs.bbk.ac.uk/bimi/portfolio-item/current-programme/,10091886228,E09000007,Bloomsbury,E05013653,51.524687,-0.13034532,529801.238,182297.7099
Charlotte Street Hotel,,15-17 Charlotte Street,W1T 1RJ,Westminster,https://www.firmdalehotels.com/hotels/london/charlotte-street-hotel/film-club/,1.00023E+11,E09000033,West End,E05013808,51.518387,-0.13505719,529492.2484,181588.8032
Cine Lumiere,Institut Francais,17 Queensberry Place,SW7 2DT,Kensington and Chelsea,https://www.institut-francais.org.uk/cine-lumiere/,217072593,E09000020,Brompton & Hans Town,E05009389,51.494554,-0.17721712,526633.3302,178864.8417
Cineworld Bexleyheath,,28-70 Broadway,DA6 7LL,Bexley,www.cineworld.co.uk,10011845030,E09000004,Bexleyheath,E05011219,51.45616,0.15028,549491.3316,175212.526
Cineworld Enfield ,Southbury Leisure Centre,208 Southbury Rd,EN1 1YQ,Enfield,www.cineworld.co.uk,207192143,E09000010,Southbury,E05013691,51.650084,-0.06090651,534248.1737,196367.6063
Cineworld Feltham,Leisure west,Air Park Way,TW13 7LX,Hounslow,www.cineworld.co.uk,1.00024E+11,E09000018,Hanworth Park,E05013615,51.44385,-0.40459,510973.0175,172857.8771
Cineworld The O2 Greenwich,,The O2,SE10 0DX,Greenwich,www.cineworld.co.uk,10010224824,E09000011,Greenwich Peninsula,E05014082,51.503018,0.00449996,539221.1396,180135.8383
Cineworld Wandsworth,,Southside Shopping Centre,SW18 4TF,Wandsworth,www.cineworld.co.uk,10070239837,E09000032,Wandsworth Town,E05014028,51.453961,-0.19342927,525619.3127,174322.941
Cineworld Wembley ,,Wembley Park Blvd,HA9 0FD,Brent,www.cineworld.co.uk,202206309,E09000005,Wembley Park,E05013516,51.556685,-0.28350333,519093.4001,185595.7259
Cineworld West India Quay,,Hertsmere Road,E14 4AL,Tower Hamlets,www.cineworld.co.uk,6136934,E09000030,Canary Wharf,E05009323,51.507908,-0.02288175,537306.1329,180627.883
David Lean Cinema,,Katherine St,CR9 1ET,Croydon,http://www.davidleancinema.org.uk/,2.00001E+11,E09000008,Fairfield,E05011468,51.37216,-0.099,532415.8206,165392.6625
Whirled Cinema,259-260 Hardess Street,Loughborough Junction,SE24 0HN,Lambeth,https://www.whirledcinema.com/,10023854149,E09000022,Herne Hill & Loughborough Junction,E05014104,51.465089,-0.10148353,531975.2183,175721.9221
Catford Mews ,,32 Winslade Way,SE6 4JU,Lewisham,https://catford-mews.co.uk/about/,,E09000023,Rushey Green,E05013730,51.44619,-0.02037,537666.0756,173769.6258
