name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Ben Uri Art Society and Gallery,108a Boundary Road, ,NW8 0RH,Camden,http://www.benuri.org.uk/,5144462,E09000007,Kilburn,E05013665,51.5375408,-0.185367081,525949.012,183631.0028
Bexley Local Studies and Archive Centre,Central Library ,Townley Road  ,DA6 7HJ,Bexley,https://www.bexley.gov.uk/services/archives-and-local-history,1.00E+11,E09000004,Bexleyheath,E05011219,51.45599566,0.143775809,549040.0135,175181.0046
Bible Churchmens Missionary Society,BCMS Crosslinks, 251 Lewisham Way ,SE4,Lewisham,https://missiology.org.uk/societies_bcms.php,1.00E+11,E09000023,Brockley,E05013716,51.46925434,-0.026960722,537139.0087,176322.0052
Bishopsgate Institute,230 Bishopsgate, ,EC2M 4QH,City of London,http://www.bishopsgate.org.uk/,1.00E+11,E09000001,Bishopsgate,E05009292,51.5187111,-0.079250559,533363.0118,181725.0025
Black Cultural Archives,1 Windrush Square ,Brixton ,SW2 1EF,Lambeth,https://blackculturalarchives.org/,10091118537,E09000022,Brixton Windrush,E05014098,51.46051638,-0.114572316,531079.1711,175189.9522
Blind Veterans UK,12-14 Harcourt Street, ,W1H 4HD,Westminster,https://www.blindveterans.org.uk/,10033535975,E09000033,Marylebone,E05013801,51.52012515,-0.164755341,527427.0121,181730.0027
Book Trust,Book House ,45 East Hill ,SW18 2QZ,Wandsworth,https://www.booktrust.org.uk/,121011471,E09000032,Wandsworth Town,E05014028,51.45797137,-0.184048133,526260.0119,174785.0017
Brent Museum and Archives,The Library at Willesden Green ,95 High Road Willesden,NW10 2SF,Brent,https://www.brent.gov.uk/archives,202149110,E09000005,Willesden Green,E05013517,51.5466504,-0.228921501,522904.0119,184570.0027
British Academy,10 Carlton House Terrace, ,SW1Y 5AH,Westminster,https://www.thebritishacademy.ac.uk/,1.00E+11,E09000033,St James's,E05013806,51.5063498,-0.131243765,529791.0123,180257.0023
British Actors' Equity Association,Guild House ,Upper St Martins Lane ,WC2H 9EG,Westminster,https://www.equity.org.uk/,1.00E+11,E09000033,St James's,E05013806,51.51208035,-0.127997054,530000.0117,180900.0025
British Airways Heritage Collection,Waterside Speedbird Way,Harmondsworth ,UB7 0GA,Hillingdon,https://www.britishairways.com/en-gb/information/about-ba/history-and-heritage/heritage-collection,1.00E+11,E09000017,Heathrow Villages,E05013570,51.48549094,-0.487020906,505149.0129,177367.0018
British Board of Film Classification,3 Soho Square, ,W1D 3HD,Westminster,http://www.bbfc.co.uk/,1.00E+11,E09000033,West End,E05013808,51.51533741,-0.133181828,529631.0118,181253.0024
British Council,10 Spring Gardens, ,SW1A 2BN,Westminster,https://www.britishcouncil.org/,1.00E+11,E09000033,St James's,E05013806,51.50699994,-0.129718478,529895.0123,180332.002
British Deaf Association,1-3 Worship Street, ,EC2A 2AB,Islington,https://bda.org.uk/,5300099044,E09000019,Bunhill,E05013699,51.5223107,-0.086551737,532846.0117,182112.0013
British Dental Association Museum,64 Wimpole Street, ,W1G 8YS,Westminster,https://bda.org/museum,1.00E+11,E09000033,Marylebone,E05013801,51.5185766,-0.148616377,528551.0117,181586.0027
British Film Institute (BFI) National Archive,21 Stephen Street, ,W1T 1LN,Camden,https://www.bfi.org.uk/archive-collections,5158427,E09000007,Bloomsbury,E05013653,51.51785121,-0.132920441,529642.0116,181533.0024
"British Film Institute, Special Collections",BFI Southbank ,Belvedere Road ,SE1 8XT,Lambeth,https://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-co,2.00E+11,E09000022,Waterloo & South Bank,E05014118,51.5069462,-0.115937366,530851.5021,180350.5519
British Heart Foundation,Greater London House  ,180 Hampstead Road ,NW1 7AW,Camden,https://www.bhf.org.uk/,5088648,E09000007,Regent's Park,E05013668,51.53344266,-0.139592511,529135.0114,183255.0025
British Humanist Association,1 Gower Street, ,WC1E 6HD,Camden,https://humanism.org.uk/,5088342,E09000007,Bloomsbury,E05013653,51.51979395,-0.130116644,529831.011,181754.0035
British Institute of Radiology,36 Portland Place, ,W1B 1AT,Westminster,https://www.bir.org.uk/,1.00E+11,E09000033,West End,E05013808,51.52001346,-0.144507634,528832.0115,181753.0027
British Library Corporate Archives,British Library ,96 Euston Road ,NW1 2DB,Camden,http://searcharchives.bl.uk/primo_library/libweb/action/search.do?dscnt=1&dstmp=1542715917978&vid=IAMS_V,5037737,E09000007,St Pancras & Somers Town,E05013669,51.52998677,-0.126988356,530019.012,182893.0028
"British Library, Manuscript Collections/Map Library/M",96 Euston Road, ,NW1 2DB,Camden,https://www.bl.uk/subjects/manuscripts-and-archives,5037737,E09000007,St Pancras & Somers Town,E05013669,51.52998677,-0.126988356,530019.012,182893.0028
"British Museum Central Archive, Ethnography Library, ",British Museum ,1 Great Russell Street ,WC1B 3DG,Camden,https://www.britishmuseum.org/research/libraries_and_archives.aspx,5090682,E09000007,Bloomsbury,E05013653,51.51936411,-0.126847821,530059.0108,181712.004
British Olympic Association,60 Charlotte Street, ,W1T 2NU,Camden,https://www.teamgb.com/,5155903,E09000007,Bloomsbury,E05013653,51.52004232,-0.136117275,529414.0113,181771.0033
British Plastics Federation,5 - 6 Bath Place ,Rivington Street ,EC2A 3JE,Hackney,http://www.bpf.co.uk/,10008338301,E09000012,Hoxton East & Shoreditch,E05009377,51.52631281,-0.082722063,533100.0119,182564.002
British Psychological Society: History of Psychology ,30 Tabernacle St, ,EC2A 4UE,Islington,https://www.bps.org.uk/about-us/history-psychology-centre,5300089442,E09000019,Bunhill,E05013699,51.52319332,-0.086082254,532876.0117,182211.0024
British Red Cross Museum and Archives,UK Office ,44 Moorfields ,EC2Y 9AL,City of London,https://www.redcross.org.uk/about-us/our-history/museum-and-archives,2.00E+11,E09000001,Coleman Street,E05009299,51.51908359,-0.08858643,532714.2419,181749.4506
British Retail Consortium,Second Floor ,21 Dartmouth Street ,SW1H 9BP,Westminster,https://brc.org.uk/,1.00E+11,E09000033,St James's,E05013806,51.50031567,-0.131807714,529769.0125,179585.0023
British School of Osteopathy,275 Borough High Street, ,SE1 1JE,Southwark,https://www.uco.ac.uk/,2.00E+11,E09000028,Chaucer,E05011098,51.50008115,-0.094312879,532372.0114,179626.0032
British Universities Film and Video Council,77 Wells Street, ,W1T 3QJ,Westminster,http://bufvc.ac.uk/,10033579368,E09000033,West End,E05013808,51.51637417,-0.137304849,529342.0119,181361.0028
British Veterinary Association,7 Mansfield Street, ,W1G 9NQ,Westminster,https://www.bva.co.uk/,1.00E+11,E09000033,Marylebone,E05013801,51.51901537,-0.146220252,528716.0117,181639.0027
British-German Association,34 Belgrave Square, ,SW1X 8QB,Westminster,https://www.britishgermanassociation.org/,1.00E+11,E09000033,Knightsbridge & Belgravia,E05013797,51.49860148,-0.151890056,528380.0126,179359.0024
Broomfield House Museum,Broomfield Park Palmers Green, ,N13,Enfield,http://www.broomfieldhouse.org/,207169245,E09000010,Palmers Green,E05013688,51.61844628,-0.11800416,530389.0156,192746.0019
Brunel University Archives,The Old School House ,1 Hillingdon Road  Uxbridge,UB10 0AA,Hillingdon,https://www.brunel.ac.uk/about/Archives,1.00E+11,E09000017,Hillingdon West,E05013572,51.53662881,-0.471007019,506142.018,183077.0051
Brunel University Library,Kingston Lane,Uxbridge ,UB8 3PH,Hillingdon,https://www.brunel.ac.uk/life/library,1.00E+11,E09000017,Colham & Cowley,E05013566,51.53283992,-0.472835336,506024.0137,182653.0034
BT Archives,3rd Floor Holborn Telephone Exchange ,268-270 High Holborn ,WC1V 7EE,Camden,https://www.btplc.com/Thegroup/BTsHistory/BTgrouparchives/index.htm,5086502,E09000007,Holborn & Covent Garden,E05013662,51.51761085,-0.116758156,530764.0117,181535.0026
Building Societies Association,6th Floor,York House  23 Kingsway,WC2B 6UJ,Westminster,https://www.bsa.org.uk/,10033583375,E09000033,St James's,E05013806,51.51389915,-0.118583158,530648.0117,181119.0027
C Hoare & Co,37 Fleet Street, ,EC4P 4DQ,City of London,https://www.hoaresbank.co.uk/,95513039,E09000001,Farringdon Without,E05009305,51.51377693,-0.1096323,531269.4113,181121.4133
Camden Local Studies and Archives Centre,Holborn Library ,32-38 Theobalds Road ,WC1X 8PA,Camden,https://www.camden.gov.uk/ccm/navigation/leisure/libraries-and-online-learning-centres/local-history/,5082117,E09000007,Holborn & Covent Garden,E05013662,51.52118201,-0.115702644,530827.0116,181934.0026
CAMLIS (Complimentary and Alternative Medicine Librar,The Royal London Homoeopathic Hospital ,60 Great Ormond Street ,WC1N 3HR,Camden,http://www.uclh.nhs.uk/ourservices/ourhospitals/rlhim/pages/camlis.aspx,5123747,E09000007,Holborn & Covent Garden,E05013662,51.52174058,-0.121373486,530432.0112,181986.0032
Campaign for Better Transport ,16 Waterside ,44-48 Wharf Road ,N1 7UX,Hackney,https://bettertransport.org.uk/,10008319406,E09000012,Hoxton West,E05009378,51.5319723,-0.096152741,532152.0134,183168.9989
Canning House Library,2 Belgrave Square, ,SW1X 8PJ,Westminster,https://www.canninghouse.org/library/,1.00E+11,E09000033,Knightsbridge & Belgravia,E05013797,51.5003496,-0.154398373,528201.0121,179549.0032
Carpenters Company,Carpenters Hall ,Throgmorton Avenue ,EC2N 2JJ,City of London,http://www.carpentersco.com/,95511248,E09000001,Broad Street,E05009295,51.51669821,-0.085936685,532905.0116,181489.002
Catholic Bishops' Conference of England and Wales,Catholic Trust for England and Wales ,39 Eccleston Square ,SW1V 1BX,Westminster,http://www.cbcew.org.uk/,1.00E+11,E09000033,Pimlico North,E05013802,51.49106651,-0.144765532,528895.7529,178533.6131
Catholic Education Service,39 Eccleston Square, ,SW1V 1BX,Westminster,http://www.catholiceducation.org.uk/,1.00E+11,E09000033,Pimlico North,E05013802,51.49106651,-0.144765532,528895.7529,178533.6131
Catholic Truth Society,40-46 Harleyford Road, ,SE11 5AY,Lambeth,http://www.ctsbooks.org/,1.00E+11,E09000022,Vauxhall,E05014117,51.48531584,-0.120552493,530593.014,177937.0036
Catholic Union of Great Britain,St Maximilian Kolbe House ,63 Jeddo Road ,W12 9EE,Hammersmith and Fulham,http://catholicunion.org.uk/,34000250,E09000013,Wendell Park,E05013750,51.50441554,-0.248918069,521630.0132,179840.0028
Cayzer Family Archive,Cayzer House ,30 Buckingham Gate ,SW1E 6NN,Westminster,http://www.cayzer.com/,1.00E+11,E09000033,St James's,E05013806,51.49918072,-0.139043655,529270.0127,179446.0027
Central School of Speech and Drama,Embassy Theatre ,64 Eton Avenue ,NW3 3HY,Camden,https://www.cssd.ac.uk/,5139115,E09000007,Belsize,E05013652,51.54432753,-0.174179507,526706.0115,184405.0026
Charles Dickens Museum,48 Doughty Street, ,WC1N 2LF,Camden,https://dickensmuseum.com/,5087477,E09000007,Holborn & Covent Garden,E05013662,51.52360065,-0.116237045,530783.0119,182202.0023
Chartered Insitute of Taxation,Tony Arnold Library,Maughan Library Chancery Lane,WC2A 1LR,City of London,https://www.tax.org.uk/homepage,95509816,E09000001,Farringdon Without,E05009305,51.51520531,-0.110328375,531217.0114,181279.0027
Chartered Institute of Journalists,2 Dock Offices ,Surrey Quays Road ,SE16 2XU,Southwark,https://cioj.org/,2.00E+11,E09000028,Rotherhithe,E05011112,51.49677063,-0.051027719,535386.012,179337.0029
Chartered Institute of Library and Information Profes,7 Ridgmount Street, ,WC1E 7AE,Camden,https://www.cilip.org.uk/,5088287,E09000007,Bloomsbury,E05013653,51.52030934,-0.131421658,529739.011,181809.0031
Chartered Institute of Public Finance and Accountancy,3 Robert Street, ,WC2N 6BH,Westminster,https://www.cipfa.org/,1.00E+11,E09000033,St James's,E05013806,51.50874887,-0.122671958,530379.0123,180539.0026
Chartered Insurance Institute,42-48 High Road,South Woodford ,E18 2JP,Redbridge,https://www.cii.co.uk/,1.00E+11,E09000026,South Woodford,E05011252,51.59393333,0.022654036,540201.5173,190280.4087
Chelsea Library,Old Town Hall ,Kings Road ,SW3 5EZ,Kensington and Chelsea,https://www.rbkc.gov.uk/libraries/your-library/find-library/chelsea-library,217105143,E09000020,Royal Hospital,E05009403,51.48747216,-0.168170333,527281.0156,178093.0047
Chelsea Physic Garden,66 Royal Hospital Road, ,SW3 4HS,Kensington and Chelsea,https://www.chelseaphysicgarden.co.uk/,217102618,E09000020,Royal Hospital,E05009403,51.48457384,-0.162251549,527700.0136,177781.0035
Chemical Industries Association,Kings Buildings ,Smith Square ,SW1P 3JJ,Westminster,https://www.cia.org.uk/,10033571884,E09000033,St James's,E05013806,51.49575664,-0.126188277,530172.0135,179088.0031
Chiswick Library Local Studies Service,Chiswick Library, Duke's Avenue ,W4 2AB,Hounslow,https://www.hounslow.gov.uk/info/20136/other_library_services/1692/local_history_and_archives,2.00E+11,E09000018,Chiswick Gunnersbury,E05013609,51.49169574,-0.261085466,520819.2126,178405.4019
Church Times,108-114 Golden Lane, ,EC1Y 0TG,Islington,https://www.churchtimes.co.uk/,10090262788,E09000019,Bunhill,E05013699,51.52353627,-0.094991154,532257.0129,182232.9981
"Cinema Museum, Ronald Grant Archive",The Master's House ,The Old Lambeth Workhouse  2 Dugard W,SE11 4TH,Lambeth,http://www.ronaldgrantarchive.com/,10023852579,E09000022,Kennington,E05014105,51.49228045,-0.105168913,531641.0113,178739.0023
City of London Club,19 Old Broad Street, ,EC2N 1DS,City of London,http://www.cityoflondonclub.com/,1.00E+11,E09000001,Cornhill,E05009301,51.5149871,-0.08468246,532997.0117,181301.0025
City of London Police Museum,Police Headquarters ,37 Wood St ,EC2P 2NP,City of London,https://www.cityoflondon.police.uk/about-us/history/museum/Pages/default.aspx,1.00E+11,E09000001,Bassishaw,E05009290,51.51667263,-0.093749855,532363.0122,181471.9996
City of London School,William Hallet Archive Room City of London School ,Queen Victoria Street ,EC4V 3AL,City of London,https://www.cityoflondonschool.org.uk/,1.00E+11,E09000001,Queenhithe,E05009309,51.51102633,-0.099361206,531990.0118,180834.0002
City of Westminster Archives Centre,10 St Ann's Street, ,SW1P 2DE,Westminster,https://www.westminster.gov.uk/archives,1.00E+11,E09000033,St James's,E05013806,51.49755544,-0.130148527,529892.0132,179281.0025
"City, University of London",Northampton Square, ,EC1V 0HB,Islington,https://www.city.ac.uk/,5300067719,E09000019,Clerkenwell,E05013702,51.52770618,-0.102587756,531718.012,182683.0021
Civic Trust,17 Carlton House Terrace, ,SW1Y 5AW,Westminster,https://www.civictrust.org.uk/,1.00E+11,E09000033,St James's,E05013806,51.50671003,-0.130148252,529866.0123,180299.0017
Clothworkers Company,Clothworkers' Hall ,Dunster Court  Mincing Lane,EC3R 7AH,City of London,https://www.clothworkers.co.uk/,95511249,E09000001,Tower,E05009310,51.51152987,-0.081138094,533253.0123,180923.0012
College of Arms,Queen Victoria Street, ,EC4V 4BT,City of London,https://www.college-of-arms.gov.uk/,1.00E+11,E09000001,Castle Baynard,E05009297,51.51223825,-0.098676614,532034.012,180969.9995
Commonwealth Parliamentary Association,Suite 700 Westminster House ,7 Millbank ,SW1P 3JA,Westminster,http://www.cpahq.org/cpahq/,10033584807,E09000033,St James's,E05013806,51.49644332,-0.126390616,530156.0134,179164.0029
Commonwealth Secretariat,Marlborough House ,Pall Mall ,SW1Y 5HX,Westminster,http://thecommonwealth.org/,1.00E+11,E09000033,St James's,E05013806,51.50514791,-0.135961714,529467.0122,180115.0025
Community Service Volunteers,237 Pentonville Road, ,N1 9NJ,Islington,https://volunteeringmatters.org.uk/news/national-charity-community-service-volunteers-csv-becomes-volunt,10093112761,E09000019,Clerkenwell,E05013702,51.53092502,-0.11818378,530627.0121,183013.003
Confederation of Indian Organisations (UK),5 Westminster Bridge Road, ,SE1 7XW,Southwark,http://www.ciostrokeproject.co.uk/,10000813756,E09000028,St George's,E05011114,51.49843095,-0.105691744,531587.0124,179422.0025
Congregational Library,14 Gordon Square, ,WC1H 0AR,Camden,http://conglib.co.uk/,5162943,E09000007,Bloomsbury,E05013653,51.52393564,-0.131561459,529719.0113,182212.0035
Conservative Christian Fellowship,CCHQ ,30 Millbank  ,SW1P 4DP,Westminster,https://www.christian-conservatives.org.uk/,10033598461,E09000033,Vincent Square,E05013807,51.49272186,-0.125923818,530199.0123,178751.0025
Conservative Party Research Department, 25 Victoria Street, ,SW1H 0DL,Westminster,https://www.conservativehome.com/tag/conservative-research-department,1.00E+11,E09000033,St James's,E05013806,51.49813388,-0.132588528,529721.0131,179341.0025
Co-operative Party,77 Weston Street, ,SE1 3SD,Southwark,https://party.coop/,2.00E+11,E09000028,London Bridge & West Bermondsey,E05011104,51.50207687,-0.085987748,532944.0116,179863.0006
Corps of Commissionaires (Corps Security),85 Cowcross Street, ,EC1M 6PF,Islington,https://www.corpssecurity.co.uk/,5300024887,E09000019,Clerkenwell,E05013702,51.52003774,-0.102733663,531730.0118,181830.0013
Council for the Advancement of Arab-British Understan,1 Gough Square, ,EC4A 3DE,City of London,https://www.caabu.org/,1.00E+11,E09000001,Castle Baynard,E05009297,51.51514167,-0.108053774,531375.0114,181276.0026
Countryside Alliance,The Old Town ,367 Kennington Road ,SE11 4PT,Lambeth,http://www.countryside-alliance.org/,1.00E+11,E09000022,Kennington,E05014105,51.48681908,-0.111128096,531243.0129,178121.0027
Coutts & Co,Archives Department ,440 Strand ,WC2R 0QS,Westminster,https://www.coutts.com/,1.00E+11,E09000033,St James's,E05013806,51.50910072,-0.124992068,530217.0122,180574.0019
