name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
SpeedStitch,"Unit 32, Walthamstow Business Center, Clifford Rd,",,,Waltham Forest,https://speedstitch.co.uk,No UPRN,E09000031,Chapel End,E05013884,51.59336,-0.00595,538222.0374,190162.1771
Denier Studio,"42 Quernmore Rd, Finsbury Park, London N4 4QP",,,Haringey,https://denier.studio,No UPRN,E09000014,Stroud Green,E05013600,51.57735,-0.10609,531332.1588,188197.2313
The Albion Knitting Company,"Unit 12, Crusader Industrial Estate, Hermitage Rd,",,,Haringey,http://www.albionknit.london,1.00023E+11,E09000014,Hermitage & Gardens,E05013591,51.576532,-0.090897034,532387.2396,188133.672
The Silver Building (Projekt),"60 Dock road, London E16 1YZ",,,Newham,http://thesilverbuilding.com,10008985422,E09000025,Royal Victoria,E05013923,51.504762,0.017112899,540091.1371,180353.824
Lemon Head Prints,"Fred Perry Bldg, 186 Bridport Rd",,,Enfield,https://www.lemonheadprints.co.uk,207012215,E09000010,Upper Edmonton,E05013694,51.611748,-0.07555422,533347.2814,192077.7386
Merch Masters,"Cocoa Studios, Unit 312, The Biscuit Factory, 100 ",,,Southwark,https://www.merchmasters.co.uk,10094746508,E09000028,North Bermondsey,E05011106,51.49505,-0.0618026,534643.2006,179125.8017
Hello Reflectives,134 Milligan Street London E14 8AS,,,Tower Hamlets,https://www.helloreflectives.com,6042575,E09000030,Limehouse,E05009326,51.508841,-0.027063706,537013.1377,180723.7977
TPE London Ltd,"723 Ripple Rd, Barking IG11 0SN",,,Barking and Dagenham,https://theprintandembroidery.co.uk,100047344,E09000002,Eastbury,E05014060,51.532139,0.11645462,546897.1175,183592.8089
The Pottery Lane Art Centre,"95 Princedale Rd, Notting Hill Gate, London W11 4N",,,Kensington and Chelsea,https://www.the-place.uk/,No UPRN,E09000020,Notting Dale,E05009399,51.50978,-0.21154,524209.4412,180499.2439
Canonbury Yard,"190 New North Road, London, N1 7BJ",,,Islington,https://canonburyyard.com,5300065866,E09000019,St Mary's & St James',E05013710,51.537673,-0.090706701,532513.1766,183812.78
Make Town,"2a Chatham Place Corner Morning Lane &, Chatham Pl",,,Hackney,https://make.town,10008342934,E09000012,Homerton,E05009376,51.546937,-0.050901328,535246.1357,184915.8447
3rd Rail,52-56 Verney Road Bermondsey London SE16 3DH,,,Southwark,http://www.3rdrailclothing.co.uk/,2.00003E+11,E09000028,Old Kent Road,E05011109,51.485665,-0.059247909,534848.2125,178086.8935
Tottex,"Tottex unit 1a, Kingfisher place, Clarendon Road, ",,,Haringey,https://tottex.co.uk,1.00024E+11,E09000014,Noel Park,E05013595,51.59426,-0.1139039,530742.2534,190063.6922
